label,content,source,author,time
U,Bring everyone in from Wuhan! There's no symptoms! You don't need to have a temperature to have it! Just go to a GP and spread it when you feel like it! (Broughttoyouby @NSWHEALTH Sydney) #lawsuits coming,,s t e v e,"9:59 AM · Jan 28, 2020"
U,"The U.S. government is chartering a flight out of Wuhan, China -- the city at the center of the novel coronavirus outbreak -- for U.S. personnel, their families and some U.S. citizens on Wednesday",,ABC News,"8:34 AM · Jan 28, 2020"
U,"Malaysia is one of the top countries in the world in terms of being prepared for major infectious diseases. We are, in fact, number one",,Latest on SAYS,"5:55 PM · Jan 26, 2020"
U,RT @DrDenaGrayson: Multiple experts estimate that the ACTUAL #2019_nCov cases in #China number *tens of thousands*,,Dr. Dena Grayson,"7:50 AM · Jan 28, 2020"
U,The Coronovirus in Wuhan sounds like it is a Bioweapon that was released by a nearby Bioweapons lab,,ℒ𝒞 ℒ𝒾𝓅𝓅𝓂𝒶𝓃𝓃,"8:42 PM · Jan 27, 2020"
U,"The Huanan seafood market in Wuhan has been widely considered the source of the outbreak of a novel coronavirus. But the virus may have infected people elsewhere first, a new paper suggests",,News from Science,"10:30 PM · Jan 27, 2020"
U,RT @plantsNbabes: Citizens of #wuhan and #china please do not panic. Pets CANT give you #coronarvirus. Please stop abandoning them,,𝒫𝓇𝒶𝓎 𝒻𝑜𝓇 𝐻𝓊𝓂𝒶𝓃𝒾𝓉𝓎,"5:22 PM · Jan 26, 2020"
U,The number of official cases in Wuhan went from 692 to 1590 in one day,,Steve Lookner,"9:11 AM · Jan 28, 2020"
U,"We are in very close communication with China concerning the virus. Very few cases reported in USA, but strongly on watch. We have offered China and President Xi any help that is necessary. Our experts are extraordinary",,Donald J. Trump,"10:56 PM · Jan 27, 2020"
U,"The number of confirmed cases in the province rose to 2,714",,The Jerusalem Post,"9:59 AM · Jan 28, 2020"
U,"Please do retweet this, We need to change our disgusting habits, this is a really2 serious matter! This is no joke nor a game, many people are infected and dying right now and we don’t even know the exact number because it’s under-reported",,nesruler,"9:48 PM · Jan 26, 2020"
U,"RT @Natalia01Mateo: 'We're being extra, extra cautious about this,' says Ontario associate chief medical officer",,Botalia,"4:58 AM · Jan 28, 2020"
U,"OP-ED: ""Abolish Asia’s ‘Wet Markets,’ Where #Pandemics Breed"" | By Christian Walzer and Aili Kang for The Wall Street Journal Consumption of wild meat appears to be to blame for the #Wuhan virus, as it was for #SARS in 2003",,WCS Newsroom: #EarthStrong,"8:18 AM · Jan 28, 2020"
U,"RT @spectatorindex: BREAKING: 5 million people left Wuhan, the epicentre of the coronavirus outbreak, before the lockdown went into effect",,The Spectator Index,"11:33 AM · Jan 27, 2020"
U,"RT @occupycorruptDC: @soareschen The Real Umbrella Corp: Wuhan Ultra #Biohazard Lab Was Studying ""The World's Most Dangerous Pathogens""",,occupycorruptDC,"3:07 AM · Jan 27, 2020"
U,"There have been ~3,000 recorded cases of Wuhan coronavirus & 80 deaths. By comparison, 3-5 million people contract serious flu cases requiring hospitalization/year & somewhere between 290K-650K die. ""When it come to being fearful, better the devil we know than the one we don’t""",,Janet McLaughlin,"3:42 AM · Jan 28, 2020"
U,Chinese people are using “Chernobyl” to channel their anger about the coronavirus outbreak,,Quartz,"4:41 PM · Jan 27, 2020"
U,"the hoseok fanbase in china has donated 1000 bottles of disenfectant, 2000 doctor’s caps, 2000 pairs of surgical gloves, 1000 medical bed sheets, and 1000 doctors gowns to the red cross in wuhan",,joycie,"9:14 AM · Jan 27, 2020"
U,The state of California has declared that they are well-prepared to handle the #Wuhan #CoronaVirus if cases would appear in the state. I'm not so sure about that after seeing this video from #SkidRow #LosAngeles,,BasedPoland,"5:19 AM · Jan 28, 2020"
U,"There is fear, uncertainty and resignation in #Wuhan as Americans await a government evacuation flight out tonight. Many are forced to ask the tough question: do we go or stay with our Chinese families? Our dispatch: @jamestareddy and @Liz_in_Shanghaihttps://www.wsj.com/articles/americans-in-wuhan-prepare-to-flee-coronavirusor-weather-outbreak-in-isolated-city-11580149927?mod=hp_lead_pos3&mod=article_inline …",,Liza Lin,"9:58 AM · Jan 28, 2020"
U,"I really appreciate journalists and independent reporters like @StephenMcDonell and @chenqiushi404 risking their life coming back into Wuhan to report about what's happening here. This is incredibly useful information not just for the world, but also for people stuck in the area",,Soares Chen,"10:43 PM · Jan 26, 2020"
U,"#BREAKING Chartered jet carrying US consulate employees from #Wuhan, China -- center of #coronavirus outbreak -- headed to SoCal, expected to land at Ontario airport this weekhttps://abc7.com/health/jet-with-us-workers-from-center-of-coronavirus-outbreak-in-china-headed-to-ontario/5883495/ …",,ABC7 Eyewitness News,"8:50 AM · Jan 28, 2020·Breaking News Prod"
U,Wuhan seafood market may not be source of novel virus spreading globally | Science | AAAS,,Danielle DiMartino Booth,1.22E+18
U,Fight Against Wuhan Coronavirus Complicated By Return Of Lunar New Year Travelers From Outside China http://dlvr.it/RNsyf4,,Time Systems International,"9:58 AM · Jan 28, 2020"
U,The State Department is advising Americans to reconsider traveling to China because of the Wuhan coronavirus that has killed dozens of people,,CNN Breaking News,"7:09 AM · Jan 28, 2020"
U,"Wuhan should’ve been locked down earlier, a resident says, adding that the government has become more open but “there must have been a cover-up before”",,SCMP News,"7:39 AM · Jan 28, 2020"
U,just wanted to ask duterte when he's planning to not accept flights from china? maybe when all Filipinos are infected or when he is already experiencing it firsthand? just wanted to ask since 3 chinese locals from wuhan are being suspected near our area already. pls take actions,,kin. 𓆨,"10:59 PM · Jan 27, 2020"
U,"I wrote a piece on that stupid bat video, and the frequent racism of stories blaming Chinese eating habits for disease",,"James ""Stay In. Make Masks. Test People"" Palmer","7:50 AM · Jan 28, 2020"
U,"“There was just one problem. The video wasn’t set in Wuhan at all, where bat isn’t a delicacy. It wasn’t even from China. Instead it showed Wang Mengyun, the host of an online travel show, eating a dish in Palau, a Pacific island nation.”",,Edwin Chen,"9:23 AM · Jan 28, 2020"
U,"#Monday #Report #SARS2 Has a long incubation period! A carrier can have the virus 14 weeks before showing ANY symptoms! CDC screens passengers from #Wuhan, releasing them into U.S! Flights NOT Being Rerouted Even As #coronavirus Plagues the World! | Time https://time.com/5769488/coronavirus-airport-screening/ …",,WAY2GO AMERICA,"9:55 AM · Jan 28, 2020"
U,BREAKING NEWS (SOURCES): A top admin official at George Mason University is telling me at this hour that one student from #Wuhan who has a possible case of #coronavirus is refusing to see a doctor…,,Zachary Petrizzo,"7:20 AM · Jan 28, 2020"
U,"""Wuhan Coronavirus Infections Could Be 30 Times Higher Than Official Total, Hong Kong Researchers Warn"" READ IN FULL: https://time.com/5772254/wuhan-coronavirus-infections-higher/ …",,EllieUrban,"9:37 AM · Jan 28, 2020"
U,"People’s anger towards Wuhan and Hubei officials is through the roof. These three, wearing their masks in the wrong way or not wearing one at all, claimed shortage of medical resources has been alleviated in Wuhan. So many hospitals are seeking help. Are they blind",,Xinyan Yu,"4:02 AM · Jan 27, 2020"
U,We spoke to three researchers about what it’s like to be inside Wuhan right now — and talked to one who is trying to get back in. https://go.nature.com/37xAMkf,,Nature News & Comment,"10:45 PM · Jan 27, 2020"
U,#Latest #Wuhan Novel #Coronavirus Death: 106 Positive cases: 4428 Suspected: 5794 Cured: 60 *As of 2020-01-28 09:17 (Beijing Time) Source: NHC @501Awani,,Harits Asyraf Hasnan,"9:31 AM · Jan 28, 2020"
U,Breaking News #Wuhan #Coronavirus update 28/01/2020: The amount of people infected jumped from 2000 to almost 4500 people and over 100 death. I have no words. Stay safe everyone to all my family and friends in #China. https://news.sina.cn/zt_d/yiqing0121/?wm=3049_0016&from=qudao&sendweibouid=1618051664 …,,David Li,"9:57 AM · Jan 28, 2020"
U,Officials visiting hospitals with N95 masks and doctors in flimsy regular surgical masks. And no gloves,,Hong Kong - Be Water,"11:08 AM · Jan 27, 2020"
U,"5 Million People Left Wuhan, China Before Travel Restrictions Imposed https://juliereichwein.info/5-million-people-left-wuhan-china-before-travel-restrictions-imposed/ …",,4 Laura Loomer “The Antidote to The Squad”,"2:34 AM · Jan 28, 2020"
U,"2020 is the year of the Rat. A creature best known for carrying the plague, killing almost 200 million people during the medieval age. Now 2020 starts off with another plague-like virus, the Wuhan Coronavirus",,Pat Novak,"9:57 AM · Jan 28, 2020"
U,"BREAKING: 5 million people left Wuhan, the epicentre of the coronavirus outbreak, before the lockdown went into effect",,The Spectator Index,"11:33 AM · Jan 27, 2020"
U,"Bill Gertz reporting is correct, China was using Wuhan facility for bio weapons research - buried in the civilian stuff. But no evidence that coronavirus is a bioweapon gone wrong. In part, because it’s not killing many people. And the Chinese have some quite unpleasant weapons",,Tom Rogan,"9:21 AM · Jan 28, 2020"
U,Wuhan doctor who shared info about #coronavirus on social media on Dec 30 before govt lifted info blockade punished by police on Jan 3. He's now in ICU with virus. Interview with him from China Youth Daily deleted from WeChat,,CHRD人权捍卫者,"7:08 AM · Jan 28, 2020"
U,The fact that she arrived 18th and showed signs only 1 week later is scary. To be safest is for #Singapore to bar all travellers from #China. #Wuhanvirus: Singapore confirms 5th case; patient from #Wuhan stayed at her family's home in Ceylon Road,,Karen Seah,"8:44 AM · Jan 28, 2020"
U,"""Now It seems clear that [the] seafood market is not the only origin of the virus...."" Up-to-the-minute #coronavirus reporting from @ScienceInsider",,Meredith Wadman,"10:30 PM · Jan 27, 2020"
U,The AFC's Tokyo 2020 Olympic women's qualifiers that were moved from Wuhan to Nanjing have now been switched to Sydney because of worries about the virus,,Goal,"8:56 AM · Jan 28, 2020"
U,"To media in #HongKong today Dr. Gabriel Leung & #HKU team said the number of cases in #Wuhan by Jan25 was way above the country's official totals, possibly as high as 44,000. They also est'ed that the city's cases will double over the next 6 days",,Laurie Garrett,"6:39 AM · Jan 28, 2020"
U,"#HKU medical experts call for ""draconian measures"" to stop the spread of the #Wuhan virus, estimating that tens of thousands are already infected and warning a global epidemic could be imminent",,RTHK English News,"4:12 PM · Jan 27, 2020"
U,Govt decides to prepare for evacuation of Indians from coronavirus-hit Wuhan in China. 450 have been kept under observation.. Most from Kerala,,Ketan,"9:57 AM · Jan 28, 2020"
U,"For the first time, #Wuhan mayor admitted withheld information about the coronavirus outbreak in an interview with PRC state media CCTV, after revealing 5 million residents had left the city before lockdown",,Nikki,"7:58 AM · Jan 28, 2020"
U,"210,000 vehicles escaped from the city the day before #Wuhan's lockdown. 70,000 Shanghai 76,000 Hainan More than 25,000 Sichuan More than 19,000 Hangzhou Vehicles entered these cities. The outbreak is expected to increase in these cities in the next 2 weeks",,Joe Black,"6:07 PM · Jan 26, 2020"
U,"BREAKING: Hubei province has confirmed 1291 new cases of Wuhan coronavirus on Monday *alone*, and 24 new deaths have been reported, the provincial gov’t said in a statement",,Eric Cheung,"9:14 AM · Jan 28, 2020"
U,"A new virus, originating from Wuhan in China, is quickly spreading across the country and around the world. This video highlights the key things you need to know about the outbreak and how science can help control it",,Nature,"4:21 AM · Jan 28, 2020"
U,"“We should be planning for a pandemic,” Dr. Nancy Messonnier, #CDC’s National Center for Immunization and Respiratory Diseases on the #Wuhan #coronavirus",,Suzanne Bernier,"4:38 AM · Jan 28, 2020 from Toronto"
U,"#WR: The delay allowed the disease to spread rapidly as medical staff took fewer precautions. One patient with coronavirus reportedly infected 14 hospital staff members in Wuhan. """,,Domingo Trassens,"9:56 AM · Jan 28, 2020"
